Question ID,Input,Output,Image Index,source,answer_type
1420,What was Apache Corporation's total assets in the year prior?,18107,two_col_100899,augmented,numeric
1421,What was Apache Corporation's total assets in dollars in 2020?,12743,two_col_100899,augmented,numeric
1422,How many fans were on Manchester United's Facebook page in April 2021?,72.62,two_col_4451,augmented,numeric
1423,What was the estimated value of the Washington Wizards in 2021?,1800,two_col_41164,augmented,numeric
1424,What was the most popular social network in Luxembourg in 2017?,Facebook,two_col_41726,augmented,other_text
1425,"How many enterprises were in the cocoa, chocolate and sugar confectionery industry in Sweden in 2018?",232,two_col_40697,augmented,numeric
1426,What was the net income of Bank of America in the fourth quarter of 2019?,6994,two_col_82308,augmented,numeric
1427,What was the highest number of hospitals in Spain in 2018?,782,two_col_63309,augmented,numeric
1428,"In 2017, Samsung is expected to have a semiconductor capital expenditure budget of how much?",12500,multi_col_40226,augmented,numeric
1429,Who was the Democratic presidential candidate in 1936?,Alfred M. Landon,multi_col_101112,augmented,other_text
1430,"What index value did ""Weather"" reach between January 1st and December 31st, 2020?",94,two_col_5171,augmented,numeric
1431,How much did adults plan to spend on Super Bowl Sunday?,74.55,two_col_5642,augmented,numeric
1432,What was the second biggest smartphone brand in the Netherlands in 2018?,Apple,multi_col_714,augmented,other_text
1433,What car brand experienced a decline in sales demand from 2019 to 2020?,Volkswagen,two_col_2840,augmented,other_text
1434,What was the most popular car brand in Sweden in 2020?,Volvo,two_col_2840,augmented,other_text
1435,How much were the gate receipts of the Los Angeles Lakers in the 2019/20 season?,80,two_col_21901,augmented,numeric
1436,What is the name of the bottled water seller in India?,Bisleri,two_col_685,augmented,other_text
1437,Who is the career games played leader of the Atlanta Hawks?,Dominique Wilkins,two_col_101813,augmented,other_text
1438,What was Nevada's divorce rate per thousand inhabitants in 2019?,4.2,two_col_60698,augmented,numeric
1439,What was Nevada's divorce rate in 1990?,11.4,two_col_60698,augmented,numeric
1440,In what year was Bertelsmann SE & Co. KGaA's revenue highest?,2007,two_col_100164,augmented,numeric
1441,What was the revenue of Bertelsmann SE & Co. KGaA in the previous year?,18023,two_col_100164,augmented,numeric
1442,What was the total revenue of Bertelsmann SE & Co. KGaA in 2020?,17289,two_col_100164,augmented,numeric
1443,What was the largest securities company in the United States by revenue in 2019?,BlackRock,two_col_4375,augmented,other_text
1444,What was BlackRock's revenue in dollars in 2019?,14.54,two_col_4375,augmented,numeric
1445,What is the median age of Germans in 2050?,49.2,two_col_1537,augmented,numeric
1446,"By 2026, what is the market expected to grow to?",46,two_col_60255,augmented,numeric
1447,Which federal state had the lowest crime rate in Germany in 2019?,Bavaria,two_col_5056,augmented,other_text
1448,What was the federal state with the highest crime rate?,Saxony-Anhalt,two_col_5056,augmented,other_text
1449,What was the most pirated TV show in the third quarter of 2016?,Game of Thrones,two_col_83429,augmented,other_text
1450,How much was the Beiersdorf's R&D spending worldwide in 2020?,246,two_col_24466,augmented,numeric
1451,What was the fertility rate in Bangladesh in 2019?,2.01,two_col_5947,augmented,numeric
1452,How many manufacturing laboratories were there in France in 2018?,270,two_col_63176,augmented,numeric
1453,How many U.S. dollars did Australia spend on iOS apps during the measured period?,114,two_col_40744,augmented,numeric
1454,What was Japan's per capita spending on iOS apps from 2012 to 2017?,214,two_col_40744,augmented,numeric
1455,What was the retail sales turnover of video games in 2008?,7961,two_col_81546,augmented,numeric
1456,What was the turnover of video game sales in 2018?,9705,two_col_81546,augmented,numeric
1457,What was the turnover of retail sales of video games in 2013?,7018,two_col_81546,augmented,numeric
1458,Which team has the most followers on Twitter?,Chicago Blackhawks,two_col_1431,augmented,other_text
1459,How many followers does the NHL have on Twitter?,6.3,two_col_1431,augmented,numeric
1460,How many people were killed in motor vehicle accidents in Poland in 2019?,2909,two_col_3575,augmented,numeric
1461,In what year did the highest number of road fatalities occur in Poland?,2007,two_col_3575,augmented,numeric
1462,What was Activision Blizzard's net income in the first quarter of 2021?,619,two_col_1096,augmented,numeric
1463,What was the total revenue of Wells Fargo in dollars in 2020?,72.34,two_col_4200,augmented,numeric
1464,How much revenue did Ecolab generate in 2020?,11790.2,two_col_2709,augmented,numeric
1465,How many dollars were paid as luxury taxes in Major League Baseball in 2020?,25.07,two_col_23316,augmented,numeric
1466,What was the U.S. advanced flat glass demand in 1999?,4311,two_col_60608,augmented,numeric
1467,What is the projected amount of advanced flat glass demand in the United States in 2019?,8650,two_col_60608,augmented,numeric
1468,How many luxury personal cars were sold in Switzerland in 2018?,7637,multi_col_21056,augmented,numeric
1469,How many units of software did Nintendo sell in the fiscal year ending March 2021?,230.88,two_col_23080,augmented,numeric
1470,What was the average ticket price in the 2005/06 season?,45.95,two_col_43636,augmented,numeric
1471,What was the average price for a basic manicure in the U.S. in 2019?,22.75,two_col_3500,augmented,numeric
1472,What was the average price for a basic manicure in the U.S. in 2019?,22.75,two_col_3500,augmented,numeric
1473,What country had a 8.4% share among countries of origin for immigrants living in Germany in 2019?,Poland,two_col_100131,augmented,other_text
1474,What was the sales of fruits and vegetables in Canada in dollars in 2020?,1.83,two_col_104068,augmented,numeric
1475,What was the average number of print magazine issues read in the U.S. in 2018?,2.7,multi_col_80428,augmented,numeric
1476,What was the value of U.S. textile and apparel exports to China in 2020?,804,two_col_63541,augmented,numeric
1477,How many dollars did American textile and apparel exports drop by in 2019?,789,two_col_63541,augmented,numeric
1478,What was the average daily rate in Orlando in the third quarter of 2011?,109,two_col_61278,augmented,numeric
1479,What was the record score against Bangladesh during the 2012 T20 World Cup?,123,two_col_43301,augmented,numeric
1480,In what year did Venezuela's population decline?,2015,multi_col_80189,augmented,numeric
1481,How many people lived in Venezuela in 2018?,28.87,multi_col_80189,augmented,numeric
1482,How many men lived in Venezuela in 2018?,14.25,multi_col_80189,augmented,numeric
1483,What percentage of loans were non-performing in 2019?,0.89,two_col_2677,augmented,numeric
1484,"What was the on-time performance of Wizz Air in the financial year ending on March 31, 2019?",71.8,two_col_102770,augmented,numeric
1485,What was the inflation rate in India in 2020?,6.2,two_col_87,augmented,numeric
1486,What was the average daily rate of hotels in Denver in the United States in the first quarter of 2017?,170,multi_col_1461,augmented,numeric
1487,What was Bayern Munich's total revenue in 2018?,750.4,two_col_4330,augmented,numeric
1488,How many murders were classified as femicide in Argentina from January to December 2020?,298,two_col_43856,augmented,numeric
1489,How many femicide victims were documented a year earlier?,327,two_col_43856,augmented,numeric
1490,What was the revenue of office equipment & consumables in the first quarter of 2020?,397,two_col_100786,augmented,numeric
1491,How many public libraries were there in Finland in 2020?,731,two_col_82407,augmented,numeric
1492,Which country ranked second with the most reptiles kept as pets in 2019?,Spain,two_col_40169,augmented,other_text
1493,How much did Bansky's art sell in the United States as of September 30 2013?,39.56,two_col_102677,augmented,numeric
1494,What was the employment rate in China in 2019?,65.05,two_col_2915,augmented,numeric
1495,What was the employment rate in China in the previous year?,65.05,two_col_2915,augmented,numeric
1496,What was Volkswagen's market share in the UK in December 2020?,11.78,two_col_2218,augmented,numeric
1497,How many people were tested for the coronavirus in week 49?,261229,two_col_2168,augmented,numeric
1498,What was the amount of CO2 emissions caused by the transportation sector in Taiwan in 2017?,36.2,two_col_104276,augmented,numeric
1499,What was the value of the Crest brand in dollars in 2020?,3185,two_col_1478,augmented,numeric
1500,What was the previous year's sales of Rockwell Collins?,6.82,two_col_81331,augmented,numeric
1501,What was Rockwell Collins' annual sales in dollars in 2018?,8.66,two_col_81331,augmented,numeric
1502,What was the turnover from off-course horse race betting in the UK in 2009?,5743.51,two_col_3552,augmented,numeric
1503,What was the average daily sun hours in the UK in 2018?,4.7,two_col_21912,augmented,numeric
1504,How much money did the McClatchy Company generate in 2019?,709.52,two_col_83328,augmented,numeric
1505,What is the projected share of Indonesians using social media in 2019?,32,two_col_20984,augmented,numeric
1506,How many deaths from fentanyl drug poisoning were recorded in 2017?,75,two_col_103914,augmented,numeric
1507,"What percentage of consumer purchases were eReaders, digital cameras, smart home devices and virtual reality headsets?",1,two_col_42436,augmented,numeric
1508,What percentage of respondents had a budget of 100-400 British pounds?,42,two_col_42436,augmented,numeric
1509,"How many hospital admissions for COPD did Austria have per 100,000 population in 2015?",286.1,two_col_81623,augmented,numeric
1510,Which country had the highest number of hospital admissions for COPD in 2015?,Austria,two_col_81623,augmented,other_text
1511,What was the demand for air conditioners in the Chinese market in 2018?,44.63,multi_col_20104,augmented,numeric
1512,How many people died from tuberculosis in Africa in 2017?,413,two_col_100324,augmented,numeric
1513,What was the primary credit rate in the United States at the end of 2020?,0.25,two_col_43787,augmented,numeric
1514,How many people were killed due to being beaten or restrained by police in 2019?,11,multi_col_101235,augmented,numeric
1515,How many billionaires were there in the U.S. in 2012?,425,two_col_920,augmented,numeric
1516,How many billionaires were there in the U.S. in 1987?,41,two_col_920,augmented,numeric
1517,What was the revenue index of the caf industry in the Netherlands in the first quarter of 2020?,85.3,two_col_82275,augmented,numeric
1518,What was the revenue index of the caf industry in the second quarter of 2020?,41.7,two_col_82275,augmented,numeric
1519,What percentage of Peru's GDP did military expenditure account for in 2020?,1.3,two_col_103196,augmented,numeric
1520,What percentage of male respondents said that they thought violence against women in TV shows is more common today than five years ago?,30,multi_col_80408,augmented,numeric
1521,What percentage of women felt that violence against women was more common today than five years ago?,47,multi_col_80408,augmented,numeric
1522,How many people accessed the internet through their mobile phone in Hong Kong in 2019?,6.46,two_col_21018,augmented,numeric
1523,What was the projected number of mobile internet users in Hong Kong in 2025?,7.21,two_col_21018,augmented,numeric
1524,What was the national debt of Brunei Darussalam in 2020?,2.85,two_col_61600,augmented,numeric
1525,What was the population of Pakistan in 2020?,208.57,two_col_627,augmented,numeric
1526,How much did Hawaii residents and businesses pay per million British thermal unit in 2019?,84.23,two_col_83185,augmented,numeric
1527,Which state has the highest average electricity costs for all sectors in the US?,Hawaii,two_col_83185,augmented,other_text
1528,What was the second most expensive place for electricity purchases?,Alaska,two_col_83185,augmented,other_text
1529,How much did downloads of TikTok increase in February 2021?,120.4,two_col_60203,augmented,numeric
1530,What is the population of Germany expected to remain in 2026?,83.42,two_col_1354,augmented,numeric
1531,What is the population of Germany expected to remain in 2026?,83.42,two_col_1354,augmented,numeric
1532,How much money did the Buffalo Sabres make in the 2019/20 season?,120,two_col_24480,augmented,numeric
1533,What was the initial GDP growth projection before the COVID-19 outbreak?,6.81,multi_col_1191,augmented,numeric
1534,What was the GDP projected to increase by in the second quarter of 2020?,6.09,multi_col_1191,augmented,numeric
1535,In what year did the death rate for infections of the kidney stand at the same level?,2000,two_col_82562,augmented,numeric
1536,What is the estimated direct tourism contribution to the GDP of the UAE by 2028?,129.9,two_col_40435,augmented,numeric
1537,Which Bollywood actor earned 48.5 million U.S. dollars?,Akshay Kumar,two_col_2368,augmented,other_text
1538,Who leads the list of best paid actors worldwide in 2020?,Dwayne Johnson,two_col_2368,augmented,other_text
1539,How much did Dwayne Johnson earn in the United States?,87.5,two_col_2368,augmented,numeric
1540,Who ranked second on the list of best paid actors worldwide in 2020?,Ryan Reynolds,two_col_2368,augmented,other_text
1541,What is Ontario's second largest ICT province?,Quebec,multi_col_40564,augmented,other_text
1542,What was Ontario's ICT sector output in dollars in 2019?,43.6,multi_col_40564,augmented,numeric
1543,How much was Turner Corp.'s revenue from green design in dollars in 2017?,5529.3,two_col_63812,augmented,numeric
1544,What was the consumption volume of sugar in India in 2013?,27,two_col_20063,augmented,numeric
1545,What was the typical wake up time in the UK in 2013?,6-7am,two_col_21859,augmented,other_text
1546,What was the total value of international U.S. imports of goods and services in dollars in 2020?,2.81,two_col_21400,augmented,numeric
1547,What was the most important import partner for Somalia in 2019?,United Arab Emirates,two_col_81440,augmented,other_text
1548,How much did Qatar's population increase in 2019?,1.8,two_col_63349,augmented,numeric
1549,How many goals were scored per game at the latest World Cup in Russia in 2018?,2.6,two_col_394,augmented,numeric
1550,Which country is Australia's most important import partner?,China,two_col_40163,augmented,other_text
1551,Which country is Australia's most important import partner?,China,two_col_40163,augmented,other_text
1552,What religion were the majority of Newfoundland and Labrador residents identified as in 2011?,Christian,two_col_23013,augmented,other_text
1553,In what year did the e-mail encryption market begin to grow?,2015,two_col_41798,augmented,numeric
1554,What is the estimated value of the global e-mail encryption market in dollars in 2020?,1550,two_col_41798,augmented,numeric
1555,What was the revenue of Choice Hotels International Inc. during the 2020 financial year?,774.07,two_col_6093,augmented,numeric
1556,What year was the average inflation rate in Sub-Saharan Africa?,2016,two_col_4815,augmented,numeric
1557,What was Netflix's net buzz score in 2019?,29.2,two_col_104300,augmented,numeric
1558,What was the highest-ranking brand based on net online buzz?,Netflix,two_col_104300,augmented,other_text
1559,What season did the Montreal Canadiens last in?,2005/06,two_col_5120,augmented,other_text
1560,In what season did the Montreal Canadiens earn 219 million U.S. dollars?,2019/20,two_col_5120,augmented,other_text
1561,What was the revenue of the Montreal Canadiens in the 2019/20 season?,219,two_col_5120,augmented,numeric
1562,How many tourists arrived at accommodation establishments in Estonia in 2019?,3.79,two_col_43339,augmented,numeric
1563,How many people lived in Paris in 2013?,2.23,two_col_5612,augmented,numeric
1564,How many MAUs did Facebook have in the first quarter of 2021?,423,two_col_3836,augmented,numeric
1565,How many monthly active users did Facebook have in the first quarter of 2021?,423,two_col_3836,augmented,numeric
1566,How many dollars were spent on internal analgesics via food outlets in 2011/2012?,869,two_col_100657,augmented,numeric
1567,What was the total amount of internal analgesic sales in the U.S. in 2011/2012?,2406.6,two_col_100657,augmented,numeric
1568,What is the projected amount of semiconductor capital spending in 2021?,125,two_col_4503,augmented,numeric
1569,What was the global semiconductor capital spending in 2020?,109.1,two_col_4503,augmented,numeric
1570,Which airline had a market share of almost 40 percent of the total revenue passenger kilometers in 2017?,Oneworld,two_col_102305,augmented,other_text
1571,What was the value of Star Alliance's net profits in 2017?,9.8,two_col_102305,augmented,numeric
1572,What was the number of stay-at-home dads in 2012?,2,two_col_80180,augmented,numeric
1573,What was the interest expense of FDIC-insured commercial banks in the United States in 2019?,148.38,two_col_81113,augmented,numeric
1574,What was the interest expense of FDIC-insured commercial banks in the United States in 2019?,148.38,two_col_81113,augmented,numeric
1575,How many cars were auctioned in December 2014?,55625,two_col_43097,augmented,numeric
1576,"What was the total expenditure on recreation, culture and religion in Finland in 2019?",3533,two_col_103754,augmented,numeric
1577,How much did Finland's government spending increase from 2009 to 2019?,3533,two_col_103754,augmented,numeric
1578,What was the GDP per capita in Sierra Leone in 2017?,495.81,two_col_82707,augmented,numeric
1579,"How many retail stores did Michael Kors operate as of March 28, 2020?",380,two_col_41915,augmented,numeric
1580,Who is the career points leader of the Oklahoma City Thunder?,Russell Westbrook,two_col_103651,augmented,other_text
1581,What was the brand value of Sky Sports in 2017?,5.5,two_col_40125,augmented,numeric
1582,What percentage of mobile internet users were between 14 and 29 years old?,30.7,two_col_43188,augmented,numeric
1583,What was the average ticket price in the 2005/06 season?,45.83,two_col_4051,augmented,numeric
1584,In what year did India gain independence from the British Empire?,1945,two_col_40513,augmented,numeric
1585,In what year is India's crude birth rate expected to be just 18 births per thousand people?,2020,two_col_40513,augmented,numeric
1586,What was the total NGA coverage in rural areas of Europe in 2016?,39.8,two_col_103929,augmented,numeric
1587,What was the unemployment rate in Croatia in 2020?,7.2,two_col_4768,augmented,numeric
1588,What was the total number of participants in bowling in the United States in 2017?,45.49,two_col_2930,augmented,numeric
1589,How many workers died in the waste industry in 2019/20?,5,two_col_40046,augmented,numeric
1590,How many fatalities occurred in the construction industry in 2019/20?,40,two_col_40046,augmented,numeric
1591,Which Mediterranean autonomous community had one of the highest number of cases of the coronavirus?,Catalonia,two_col_20692,augmented,other_text
1592,What was the market capitalization of JPMorgan Chase in dollars in 2020?,387.49,two_col_20593,augmented,numeric
1593,What was the market capitalization of JPMorgan Chase in 2010?,167.26,two_col_20593,augmented,numeric
1594,"As of January 2016, how many subscription retail sites in the U.S. were visited?",21.4,two_col_42805,augmented,numeric
1595,What was the incarceration rate in Russia in 2020?,356.1,two_col_42731,augmented,numeric
1596,What was the incarceration rate in Russia a decade earlier?,574.8,two_col_42731,augmented,numeric
1597,When was the Dallas Mavericks' first season?,2001/02,two_col_4481,augmented,other_text
1598,In what season did the Dallas Mavericks franchise make money?,2019/20,two_col_4481,augmented,other_text
1599,What was the estimated revenue of the Dallas Mavericks in 2019/20?,295,two_col_4481,augmented,numeric
1600,In what year did the Asia Pacific region account for more than 20 percent of elevator and escalator sales?,2010,two_col_60399,augmented,numeric
1601,How much money did China invest in clean energy research and development in 2019?,83.4,two_col_2411,augmented,numeric
1602,How much money did the United States and Japan invest in clean energy in 2019?,83.4,two_col_2411,augmented,numeric
1603,How much money did Etsy generate in marketplace revenues in 2020?,422.5,multi_col_40604,augmented,numeric
1604,What was the value added by the mining industry in 2019?,309469,two_col_63393,augmented,numeric
1605,What was the value of the mining industry in dollars in 1998?,81692,two_col_63393,augmented,numeric
1606,What province was covered by the 4G/4G Plus network in 2018?,Cagliari,two_col_83350,augmented,other_text
1607,What was the province with the lowest 4G penetration?,Oristano,two_col_83350,augmented,other_text
1608,What was the regular season home attendance of the Texas Rangers in 2019?,2.13,two_col_80659,augmented,numeric
1609,How much value did Ontario add to the Canadian GDP in 2012?,744.44,two_col_82676,augmented,numeric
1610,How much Russian rubles did travel and tourism directly contribute to the gross domestic product of Russia in 2019?,1656.1,two_col_100750,augmented,numeric
1611,How much CO2 equivalent did Belgium emit from fuel combustion in 2017?,13.47,two_col_102126,augmented,numeric
1612,What was the spending of German tourists abroad in 2006?,82.7,two_col_102193,augmented,numeric
1613,How much money did German tourists spend in 2020?,38.5,two_col_102193,augmented,numeric
1614,What was the percentage of women living below the poverty threshold?,15.9,two_col_20067,augmented,numeric
1615,What percentage of the Belgian population was in poverty in 2018?,15.9,two_col_20067,augmented,numeric
1616,What was Square's net revenues in the most recent year?,4713.5,two_col_5026,augmented,numeric
1617,What was Square's net revenue in the previous year?,3298.18,two_col_5026,augmented,numeric
1618,"What was the average daily rate of hotels in Miami, Florida?",213,two_col_24096,augmented,numeric
1619,How much revenue has CBC/Radio-Canada not reported since 2016?,600.14,two_col_62690,augmented,numeric
1620,What was CBC/Radio-Canada's revenue in 2019?,490.15,two_col_62690,augmented,numeric
1621,How much revenue did CBC/Radio-Canada generate in 2020?,504.41,two_col_62690,augmented,numeric
1622,How many pounds did the UK spend on religious and community services in 2019/20?,58,two_col_23107,augmented,numeric
1623,How many pounds did the UK spend on religious and community services in the previous year?,92,two_col_23107,augmented,numeric
1624,How much revenue did the consumer products division of L'Oréal generate in 2020?,11703.8,multi_col_1228,augmented,numeric
1625,How much is the Nigerian anti-social media bill proposed to fine individuals for lying or spreading false information online?,825,two_col_62442,augmented,numeric
1626,How much could the fines for companies and media outlets be for lying or spreading false information online?,27500,two_col_62442,augmented,numeric
1627,What percentage is the global demand for eggs predicted to grow by between 2015 and 2035?,50,two_col_22147,augmented,numeric
1628,How much did the expenses for the professional squad of Borussia Dortmund amount to in the 2019/20 season?,174.16,two_col_22537,augmented,numeric
1629,How many people worked in the area of Visitor and Resource protection?,125,two_col_101707,augmented,numeric
1630,How many employees worked at Grand Canyon National Park in 2018?,382,two_col_101707,augmented,numeric
1631,How much did the sales of men's trousers and jeans generate in Germany in 2014?,5.49,two_col_101408,augmented,numeric
1632,How many metric tons of edible fishery products did the US import in 2019?,2685909,two_col_100262,augmented,numeric
1633,When did the United States first import edible fishery products?,1940,two_col_100262,augmented,numeric
1634,In what year did there be more single males in Canada than women?,2020,multi_col_40108,augmented,numeric
1635,Since what year have the numbers of single males and females in Canada been increasing steadily?,2000,multi_col_40108,augmented,numeric
1636,How many single females were there in Canada in 2020?,8.48,multi_col_40108,augmented,numeric
1637,How many single males were there in Canada in 2020?,9.51,multi_col_40108,augmented,numeric
1638,What is the average quarterly net income of CBS?,3.3,two_col_40786,augmented,numeric
1639,What was the global revenue of the CBS Corporation in the third quarter of 2019?,3.3,two_col_40786,augmented,numeric
1640,How much revenue does CBS generate per quarter?,3.3,two_col_40786,augmented,numeric
1641,What was the growth rate of e-commerce revenue in Latin America?,230,two_col_23685,augmented,numeric
1642,What is the increase in e-commerce revenue in Peru?,900,two_col_23685,augmented,numeric
1643,How many dollars did AirBnB users spend on average?,114,two_col_81392,augmented,numeric
1644,What was the landed price of liquefied natural gas in South Korea and China?,6.35,two_col_828,augmented,numeric
1645,How much did criminal legal aid peaked in 2005/06?,1573,multi_col_40880,augmented,numeric
1646,What was civil legal aid budget in 2015/16?,651,multi_col_40880,augmented,numeric
1647,What was the criminal legal aid budget in England and Wales in 2019/20?,897,multi_col_40880,augmented,numeric
1648,What was the net profit margin of the mining industry's 40 leading companies in 2020?,11,two_col_1190,augmented,numeric
1649,What was the net profit margin of the mining industry's 40 leading companies in 2011?,24,two_col_1190,augmented,numeric
1650,What was the GPI score for tertiary education in Eastern Asia in 2012?,1.08,multi_col_100636,augmented,numeric
1651,What was the total number of passengers using Liverpool Street Station in 2016/17?,67339218,two_col_83471,augmented,numeric
1652,What was the deal value of Bank of America Merrill Lynch in the first half of 2019?,15.13,two_col_41722,augmented,numeric
1653,What percentage of emergency department visits were due to aussaults in 2009?,49,two_col_103554,augmented,numeric
1654,How much did pharmacy and drug store sales in the United States in 2019?,296.56,two_col_2553,augmented,numeric
1655,What is the forecast value of telecommunications goods worldwide in 2019?,460,two_col_103081,augmented,numeric
1656,Who emerged as the main exporter of anthracite coal in 2017?,Russia,multi_col_20208,augmented,other_text
1657,What was the total expenditures for police services in Canada in FY 2019?,15.67,two_col_104388,augmented,numeric
1658,How many doctors were practicing in Austria in 2017?,5.18,two_col_81852,augmented,numeric
1659,Which distribution system has seen a large growth in revenue in the last four years?,Sabre,two_col_4357,augmented,other_text
1660,How much revenue did Amadeus generate in 2017?,5.81,two_col_4357,augmented,numeric
1661,In what year did the U.S. motion picture and video production and distribution industry generate the highest annual aggregate revenue?,2019,two_col_20909,augmented,numeric
1662,How many of Dillard's' stores were located in Texas?,57,two_col_104848,augmented,numeric
1663,What was the fastest growing food and beverage company in Canada in 2017?,Cott Corporation,two_col_43085,augmented,other_text
1664,What was the sales growth of Cott Corporation in 2017?,45.1,two_col_43085,augmented,numeric
1665,"How many enterprises were in Romania's cocoa, chocolate and sugar confectionery industry in 2017?",218,two_col_101019,augmented,numeric
1666,What was the Washington Post Company's revenue a year earlier?,4.13,two_col_62670,augmented,numeric
1667,What was the previous year's revenue for Costa Coffee?,1292,two_col_718,augmented,numeric
1668,What percentage of people in Spain and the Netherlands used cocaine in 2019?,2.2,two_col_3291,augmented,numeric
1669,What percentage of the population in the UK used cocaine in the previous year?,2.7,two_col_3291,augmented,numeric
1670,What percentage of total retail expenditure did online account for in 2011?,9.3,two_col_22157,augmented,numeric
1671,What was the previous year's revenue per available room in the U.S. lodging industry?,0.8,two_col_5478,augmented,numeric
1672,RevPAR is predicted to increase by what percentage in 2021?,40.1,two_col_5478,augmented,numeric
1673,How many Costco warehouses were in Ontario as of December 2020?,36,two_col_1187,augmented,numeric
1674,Where was the only Costco warehouse located?,Newfoundland and Labrador,two_col_1187,augmented,other_text
1675,Who did Hillary Clinton spend more on television ads than?,Bernie Sanders,two_col_104072,augmented,other_text
1676,How much did the population of the Bahamas increase in 2019?,0.99,two_col_63090,augmented,numeric
1677,Who was the most successful overseas player in the Chinese Super League?,Dario Conca,two_col_83290,augmented,other_text
1678,How many people watched the 2014 Men's World Cup Final?,26.92,two_col_21674,augmented,numeric
1679,What was the global net sales of the footwear segment in 2020?,11128,multi_col_1114,augmented,numeric
1680,What is the largest employer in the industrial transportation industry in the UK?,Royal Mail PLC,two_col_81842,augmented,other_text
1681,What is the largest employer in the industrial transportation industry in the UK?,Wincanton PLC,two_col_81842,augmented,other_text
1682,How many e-bikes were sold in 2019?,3,two_col_4362,augmented,numeric
1683,What was the unemployment rate in France in 2010?,10.3,two_col_3421,augmented,numeric
1684,What was the total number of passengers carried via domestic means of transportation in Japan in fiscal year 2018?,31.5,two_col_41091,augmented,numeric
1685,What was the youth unemployment rate in China in 2019?,11.01,two_col_4402,augmented,numeric
1686,In what year did Denmark's GDP increase on an annual basis?,2009,two_col_20338,augmented,numeric
1687,How much money did the Walt Disney Company earn with its media network in 2020?,9.02,two_col_3725,augmented,numeric
1688,What was Nordstrom's global revenue in dollars in 2020?,10357,two_col_23663,augmented,numeric
1689,What was Brunei Darussalam's main import partner in 2019?,Singapore,two_col_63842,augmented,other_text
1690,How many companies produced food in Luxembourg in 2018?,121,two_col_40090,augmented,numeric
1691,How many companies produce meat products in Luxembourg?,17,two_col_40090,augmented,numeric
1692,What app did 6 percent of respondents say they most often used to listen to music?,Soundcloud,two_col_102519,augmented,other_text
1693,How many people currently suffer from IBD?,4.2,two_col_21580,augmented,numeric
1694,What was the global ulcerative colitis market valued at in 2012?,4.2,two_col_21580,augmented,numeric
1695,What year is the global ulcerative colitis market forecast for?,2022,two_col_21580,augmented,numeric
1696,How many new Tesla passenger car registrations were there in 2020?,992,two_col_42810,augmented,numeric
1697,How many metric tons of iron ore were shipped in 2016?,47,two_col_102974,augmented,numeric
1698,What country was Sweden's second biggest exporter of goods in 2019?,Germany,two_col_40625,augmented,other_text
1699,What country was Sweden's biggest trading partner in 2019?,Norway,two_col_40625,augmented,other_text
1700,What was Norway's total export value in Swedish kronor in 2019?,162524,two_col_40625,augmented,numeric
1701,What is the top bar soap brand sold in the UK?,Dove,two_col_20412,augmented,other_text
1702,How much money did Dove generate in sales in the year to December 2014?,26.8,two_col_20412,augmented,numeric
1703,How much revenue did Anadarko Petroleum generate in 2018?,13070,two_col_40837,augmented,numeric
1704,How much did the big-5 spend in the summer of 2019?,5785,multi_col_20939,augmented,numeric
1705,What was the share of agriculture in Tunisia's gross domestic product in 2018?,10.4,multi_col_21147,augmented,numeric
1706,What was the global net sales of EssilorLuxottica's North America segment in 2020?,7901,multi_col_40749,augmented,numeric
1707,What was Somalia's fertility rate in 2018?,6.07,two_col_24621,augmented,numeric
1708,What store did more Hungarians choose for online grocery shopping in the next month?,Tesco,two_col_23856,augmented,other_text
1709,How many channel views did Dove have during the survey period?,145.69,two_col_6090,augmented,numeric
1710,What beauty brand had 145.69 million channel views during the survey period?,Dove,two_col_6090,augmented,other_text
1711,What was the value of customer deposits in Santander in 2004?,283212,two_col_63501,augmented,numeric
1712,When was the highest value recorded for customer deposits in Santander?,2004,two_col_63501,augmented,numeric
1713,What was the second highest grossing game in the U.S. in 2021?,Candy Crush Saga,two_col_95,augmented,other_text
1714,What was the top grossing iPhone gaming app in the U.S. in March 2021?,Roblox,two_col_95,augmented,other_text
1715,How much money did Candy Crush Saga make per day?,2026652,two_col_95,augmented,numeric
1716,What was Arizona's wheat yield per acre in 2020?,99,two_col_6175,augmented,numeric
1717,How many visitors to Boston National Historical Park were there in 2019?,3.2,two_col_61492,augmented,numeric
1718,What brand was in second place in the United States fast lubes market?,Valvoline,two_col_1306,augmented,other_text
1719,What was the 2018 market leader among motor oil brands in fast lubes?,Pennzoil,two_col_1306,augmented,other_text
1720,What was the share of male online shoppers in 2018?,12,two_col_22406,augmented,numeric
1721,What was the total income of the Medicare program in dollars 50 years later?,794.8,two_col_80994,augmented,numeric
1722,What was the total income of the Medicare program in 1970?,8.2,two_col_80994,augmented,numeric
1723,What was the deposit interest rate by banks in Singapore in 2019?,0.22,two_col_80709,augmented,numeric
1724,What was the length of state highways across Jharkhand in 2017?,1296,two_col_60868,augmented,numeric
1725,How much money did the Democratic Party spend during the 2016 election cycle?,1230253581,two_col_40345,augmented,numeric
1726,What was the average number of business trips taken by adults in the U.S. in March 2007?,5.6,two_col_82536,augmented,numeric
1727,How much money did Johnson & Johnson generate in 2017?,76450,two_col_43964,augmented,numeric
1728,How much revenue did Interventional Cardiology products generate in the United States in 2020?,2281,multi_col_40539,augmented,numeric
